Customer Name,Email,Location,Model,Range(km),Vehicle Type,Launch Date,Description,Cost,Price (NPR),Units Sold,Sale Date,Payment Method,Sale Month number,Sale Month Name,Sale Year,Total Revenue,Profit
Elizabeth Garcia,banthony@jones.com,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,2,2024-12-28,EMI,12,December,2024,11780000,7800250
Jill Hayes,williampark@yahoo.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-20,Full Cash,9,September,2023,8230000,5449375
Brett Lewis,lwhite@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-26,Full Cheque,9,September,2023,4115000,1334375
Jose Spears,hectorspears@mccarthy.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-19,EMI,9,September,2023,12345000,9564375
Patricia Martin,powellcharlene@durham.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-02-26,Full Cheque,2,February,2023,13560000,8974500
Carmen Brown,pjohnson@hotmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-11-24,EMI,11,November,2023,16460000,13679375
Steven Park,davelyons@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-08-17,EMI,8,August,2024,27120000,22534500
Melissa Hughes,vanessa37@gray.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-04-08,EMI,4,April,2024,6780000,2194500
Steven Gilbert,brownjames@underwood.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-22,Full Cheque,9,September,2023,4115000,1334375
Michael Holmes,newtonjulie@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-16,Full Cash,9,September,2023,12345000,9564375
Ryan Michael,owelch@campbell-lam.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-07-08,EMI,7,July,2023,20340000,15754500
David Jones,glee@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-09-17,Full Cheque,9,September,2023,16460000,13679375
Wesley York,aaronchristensen@romero.net,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-13,Full Cash,9,September,2023,0,-2780625
Jeffery Thomas,cburns@martin.org,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,2,2024-01-23,EMI,1,January,2024,39000000,25837500
Angela Flores,wdavis@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-03-20,Full Cash,3,March,2023,13560000,8974500
Victoria Mason,jordannatalie@hotmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2024-07-31,Full Cash,7,July,2024,8230000,5449375
Kathy Mitchell,matthewrussell@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-07-29,EMI,7,July,2024,13560000,8974500
Richard Molina,ucampbell@gmail.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,4,2021-03-28,Full Cheque,3,March,2021,23600000,19617500
Katie Johnson,matthewknox@hotmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-21,Full Cheque,9,September,2023,4115000,1334375
Laura Harrison,amanda30@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-04-07,EMI,4,April,2024,13560000,8974500
Todd Burns,stephen43@moore-townsend.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-25,EMI,9,September,2023,8230000,5449375
Brandon Silva DDS,jenniferhoffman@gmail.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-03-19,Full Cash,3,March,2021,11800000,7817500
Jessica Elliott,donna44@yahoo.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-12,EMI,9,September,2023,4115000,1334375
Amanda Alexander,christinabryan@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-08-07,Full Cheque,8,August,2024,13560000,8974500
Lisa Howell,jameslucas@wise-brown.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,4,2021-05-08,EMI,5,May,2021,23600000,19617500
Jonathon Hamilton,lisacarroll@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-02-21,Full Cheque,2,February,2023,20340000,15754500
Scott Cook,kyle69@murphy.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-06-11,Full Cheque,6,June,2024,20340000,15754500
Susan Evans,phillipsjustin@turner.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-10-30,Full Cash,10,October,2023,13560000,8974500
Seth Juarez,nchavez@lynch.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-10-08,Full Cheque,10,October,2023,13560000,8974500
Linda Moyer,grich@jackson.net,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-13,Full Cash,9,September,2023,12345000,9564375
Catherine Jones,williamlarson@stevenson-hill.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2022-11-19,EMI,11,November,2022,0,-4585500
Eric Burnett,andrewortiz@prince-burns.net,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-03-18,EMI,3,March,2023,0,-4585500
Beverly Carter,albertjimenez@yahoo.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,3,2023-09-29,EMI,9,September,2023,12345000,9564375
Vickie Escobar,erikawallace@murphy-tucker.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-03-27,Full Cash,3,March,2023,13560000,8974500
Steven Parker,john03@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-05-20,EMI,5,May,2023,20340000,15754500
Joseph Buchanan,kevinwatts@carroll.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-10-30,EMI,10,October,2023,0,-4585500
Benjamin Kelly,scottchristopher@gmail.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2021-05-15,EMI,5,May,2021,0,-3982500
Danielle Patel,jennifer49@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-07-10,Full Cash,7,July,2024,6780000,2194500
Laura Scott,ryan13@osborn.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-07-12,Full Cash,7,July,2023,13560000,8974500
Julie Mclean,asmith@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-23,EMI,9,September,2023,0,-2780625
Victoria Quinn,tracy65@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-09-18,EMI,9,September,2023,20340000,15754500
Maria Smith,gomezhelen@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-08-11,Full Cash,8,August,2024,20340000,15754500
Renee Higgins DVM,wrios@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-17,Full Cheque,9,September,2023,8230000,5449375
Bradley Lynch,robertsmith@sanchez-burch.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-02-18,Full Cash,2,February,2024,13560000,8974500
Theodore Morales,andreapowell@gmail.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,1,2024-01-25,EMI,1,January,2024,19500000,6337500
Erin Harper,samuellynn@spence.info,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-07-06,EMI,7,July,2024,20340000,15754500
Larry Fisher,igrant@martin-chase.info,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-09-23,EMI,9,September,2023,16460000,13679375
Denise Miller,brian98@harrison.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-16,EMI,9,September,2023,8230000,5449375
Cassandra Meyers,matthew09@yahoo.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-24,Full Cash,9,September,2023,8230000,5449375
Brian Ramos,hcameron@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-08-01,Full Cash,8,August,2024,20340000,15754500
Austin Wilson,trancharles@yahoo.com,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,0,2024-12-26,EMI,12,December,2024,0,-3979750
Peter Clark,umendoza@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-08-02,EMI,8,August,2023,27120000,22534500
Steven Brewer,ronald44@yahoo.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,4,2021-06-13,EMI,6,June,2021,23600000,19617500
Paul Kelly,amanda20@edwards-smith.info,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-03-07,Full Cheque,3,March,2024,13560000,8974500
Timothy Clark,psmith@morris.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,2,2024-01-25,EMI,1,January,2024,22000000,14575000
Cory Williams,julie12@hamilton.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2022-11-10,EMI,11,November,2022,11800000,7817500
Jennifer Marks,zcruz@hotmail.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Premium Sedan, High Performance, Stylish",7425000,11000000,3,2024-01-26,Full Cash,1,January,2024,33000000,25575000
Thomas Espinoza,rbrown@yahoo.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2021-11-18,EMI,11,November,2021,0,-3982500
Rose Henry,josephperkins@smith-donovan.biz,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,4,2021-04-03,EMI,4,April,2021,23600000,19617500
Heather Horne,valerie08@little.biz,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-08-12,EMI,8,August,2023,13560000,8974500
Kimberly Gould,walkerian@robbins.info,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-10-06,EMI,10,October,2023,4115000,1334375
Steven Brewer,ronald44@yahoo.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,1,2021-12-17,EMI,12,December,2021,5900000,1917500
Jason Allen,rhansen@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-08-25,EMI,8,August,2023,0,-4585500
Keith Castillo,curtishess@reynolds.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-03-08,EMI,3,March,2024,13560000,8974500
Eduardo Thomas,russell73@fowler.biz,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-07-06,EMI,7,July,2024,6780000,2194500
Seth Juarez,nchavez@lynch.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-06-21,Full Cheque,6,June,2024,13560000,8974500
Michelle Martin,timothywilliams@payne.net,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-06-18,EMI,6,June,2021,11800000,7817500
Jorge Romero,moorejacob@rivera-smith.org,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-05-01,EMI,5,May,2023,0,-4585500
Michelle Reese,nelsontina@torres.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2022-12-30,EMI,12,December,2022,13560000,8974500
Mckenzie Flynn,saraparker@fowler.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-10-05,Full Cash,10,October,2023,0,-4585500
John Wallace,johnsonkenneth@hotmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-09-27,EMI,9,September,2023,16460000,13679375
Patty Hammond,ecampos@bradley-sutton.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-05-04,EMI,5,May,2023,20340000,15754500
Natalie Ortega,njohnson@hurley.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-01-27,EMI,1,January,2024,13560000,8974500
Laura Dennis,karen00@gmail.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2021-03-26,Full Cash,3,March,2021,11800000,7817500
Michael Booker,amy95@yahoo.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2022-07-23,EMI,7,July,2022,11800000,7817500
Shane Walsh,nicholaswyatt@brown.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-22,EMI,9,September,2023,4115000,1334375
Michele Jensen,charlesmichelle@miller.biz,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-09-28,EMI,9,September,2023,16460000,13679375
Collin Young,perezphilip@yahoo.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-13,EMI,9,September,2023,4115000,1334375
Sean Davis,nicholsian@parker.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2022-12-13,EMI,12,December,2022,13560000,8974500
Christine Garcia,hsmith@yahoo.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,2,2022-11-25,Full Cheque,11,November,2022,11800000,7817500
Tyler Rogers,kaitlyngardner@kim.info,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,4,2023-11-08,Full Cash,11,November,2023,16460000,13679375
Darlene Mckay,egeorge@robbins.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2023-08-18,Full Cash,8,August,2023,27120000,22534500
Kendra Moore,gbennett@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-02-05,Full Cheque,2,February,2024,13560000,8974500
Trevor Marks DDS,miranda76@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2023-11-14,EMI,11,November,2023,20340000,15754500
Gary Velez,hickscurtis@wood.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2023-09-13,Full Cash,9,September,2023,0,-2780625
Johnny Rodriguez,boydjames@hotmail.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,2,2024-01-24,EMI,1,January,2024,39000000,25837500
Mario Thomas,grimesalan@benjamin-ayala.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,0,2024-01-11,EMI,1,January,2024,0,-2780625
Logan Hamilton,amyadams@webb-bishop.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,0,2024-03-31,Full Cash,3,March,2024,0,-13162500
Mary Jimenez,angelawebb@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-01-08,Full Cash,1,January,2024,13560000,8974500
Jonathan Allen,troy83@gmail.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,2,2023-09-12,EMI,9,September,2023,8230000,5449375
Susan Evans,phillipsjustin@turner.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-09-09,Full Cash,9,September,2024,13560000,8974500
Jeanne Valdez,bmoss@wagner.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2022-02-01,Full Cheque,2,February,2022,0,-3982500
Andrew Snyder,zhoffman@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2022-11-07,Full Cash,11,November,2022,20340000,15754500
Amanda Andrade,samanthacarpenter@hammond-hart.info,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2024-09-11,Full Cash,9,September,2024,6780000,2194500
Michael Medina,amullen@guerra.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,3,2021-09-15,EMI,9,September,2021,17700000,13717500
Nicole Elliott,jonarnold@mccarthy-miller.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-08-20,EMI,8,August,2023,0,-4585500
Albert Baker,michele82@chan.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2023-05-17,EMI,5,May,2023,0,-4585500
Dr. Jennifer Olson,greerjeremy@yahoo.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2023-11-10,Full Cheque,11,November,2023,6780000,2194500
Rhonda Daniels,xmeyer@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-08-07,EMI,8,August,2024,0,-4585500
Pamela Cole,barronjohn@blankenship.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-09-19,EMI,9,September,2023,13560000,8974500
Raymond Andersen,jill77@stevens.com,Chitwan,BYD Seal,520,Sedan,1/22/2024,"Luxury Sports Sedan, 390 kW Motor, Fast Acceleration",13162500,19500000,4,2024-01-23,EMI,1,January,2024,78000000,64837500
Michael Rosales,dmendoza@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,1,2022-11-21,EMI,11,November,2022,6780000,2194500
Sandra Hill,henryweaver@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,4,2024-04-05,EMI,4,April,2024,27120000,22534500
Brandon Horton,mayjames@johnson.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,3,2024-01-25,EMI,1,January,2024,20340000,15754500
Erika Miller,stephanie44@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2023-06-16,EMI,6,June,2023,13560000,8974500
Amanda Summers,watsonanne@porter.com,Chitwan,BYD M6,400,MPV,12/26/2024,"Family MPV, Spacious, Practical",3979750,5890000,0,2024-12-27,EMI,12,December,2024,0,-3979750
Alison Diaz,nhoward@montoya-valdez.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-04-20,EMI,4,April,2024,13560000,8974500
Brian Ramos,hcameron@gmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,2,2024-01-20,Full Cash,1,January,2024,13560000,8974500
Dawn Mcgrath,chadgray@miller.com,Chitwan,BYD Dolphin,340,Hatchback,9/11/2023,"Budget-Friendly Hatchback, Compact, Efficient",2780625,4115000,1,2023-09-13,EMI,9,September,2023,4115000,1334375
Jeffery Rodriguez,jbennett@hotmail.com,Chitwan,BYD e6,522,MPV,3/14/2021,"Commercial MPV, Long Range, Comfortable Ride",3982500,5900000,0,2022-04-12,EMI,4,April,2022,0,-3982500
Ryan Gonzales,jackiehernandez@dawson-garcia.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2024-06-11,Full Cash,6,June,2024,0,-4585500
Marcus Hudson,ismith@hotmail.com,Chitwan,BYD Atto 3,420,SUV,10/16/2022,"Luxury SUV, Advanced Tech, Spacious Interior",4585500,6780000,0,2022-10-29,Full Cheque,10,October,2022,0,-4585500
